% Stabilization Loop  omega_c=0 rad/s
% Kp_stab=1.0288  Ki_stab=29.5203  (Tustin integrator)
% Vg_offset=1.338197V  K_gimbal=26.049690  samples=12001

Time[s]               OmegaU[deg/s]           Vc[V]                  Vg[V]                  Pot[V]                 Omega_h[rad/s]         Error[rad/s]           disturbance[V]      
       43.9013712000        30.4398615375         2.7591852318         1.3225253674         3.0978310416        -0.4082321708         0.4082321708         1.4835656964
       43.9056671000        54.8937316627         2.7880769836         1.3097637331         3.0901754092        -0.7406687919         0.7406687919         1.4861168935
       43.9105184000        52.7569358468         2.7855736795         1.3148683868         3.0952791642        -0.6076941434         0.6076941434         1.4835656964
       43.9155574000        74.6973497204         2.8111016528         1.3046590794         3.0901754092        -0.8736434403         0.8736434403         1.4937704847
       43.9206775000        65.2845233563         2.8001962393         1.3148683868         3.0978310416        -0.6076941434         0.6076941434         1.4988728789
       43.9258575000        70.4237580886         2.8061587059         1.3148683868         3.1003829191        -0.6076941434         0.6076941434         1.4912192877
       43.9313824000        75.5629928209         2.8121012381         1.3148683868         3.1054866740        -0.6076941434         0.6076941434         1.5014240760
       43.9355632000        34.4989849149         2.7640193801         1.3429439823         3.1003829191         0.1236664231        -0.1236664231         1.4988728789
       43.9405451000        33.4531450241         2.7627753792         1.3429439823         3.1054866740         0.1236664231        -0.1236664231         1.5014240760
       43.9454682000        45.0081894892         2.7764627328         1.3352870017         3.1131423064        -0.0757955496         0.0757955496         1.5039752730
       43.9504797000        49.8494829172         2.7821612600         1.3327346748         3.1156941838        -0.1422828738         0.1422828738         1.5090776672
       43.9554956000        59.4533506418         2.7934058950         1.3276300211         3.1182460613        -0.2752575223         0.2752575223         1.5167312584
       43.9604749000        70.1817773887         2.8058784165         1.3225253674         3.1233498162        -0.4082321708         0.4082321708         1.5294872438
       43.9656035000        77.8344683728         2.8147216042         1.3199730405         3.1207979388        -0.4747194950         0.4747194950         1.5320384409
       43.9704709000        90.2497336533         2.8289804566         1.3148683868         3.1310054486        -0.6076941434         0.6076941434         1.5396920321
       43.9754683000       116.3904423121         2.8586902616         1.3021067526         3.1259016937        -0.9401307646         0.9401307646         1.5473456233
       43.9805267000       120.1407798151         2.8629221590         1.3046590794         3.1361092035        -0.8736434403         0.8736434403         1.5549992146
       43.9857811000       127.5291325922         2.8712395647         1.3046590794         3.1488685908        -0.8736434403         0.8736434403         1.5626528058
       43.9907698000       130.7171905840         2.8748208856         1.3072114063         3.1514204683        -0.8071561161         0.8071561161         1.5626528058
       43.9956270000       141.7435586352         2.8871749595         1.3046590794         3.1590761006        -0.8736434403         0.8736434403         1.5575504116
       44.0008603000       153.3322061976         2.9001106490         1.3021067526         3.1667317330        -0.9401307646         0.9401307646         1.5677551999
       44.0058617000       131.8807749887         2.8761269118         1.3199730405         3.1794911203        -0.4747194950         0.4747194950         1.5652040029
       44.0106111000       152.6966298399         2.8994023468         1.3097637331         3.1794911203        -0.7406687919         0.7406687919         1.5728575941
       44.0157457000       150.5598340240         2.8970201124         1.3148683868         3.1896986301        -0.6076941434         0.6076941434         1.5754087912
       44.0213468000       164.0996583269         2.9120922037         1.3097637331         3.1922505076        -0.7406687919         0.7406687919         1.5728575941
       44.0255178000       161.9628625110         2.9097170220         1.3148683868         3.2101136498        -0.6076941434         0.6076941434         1.5754087912
       44.0305917000       175.5026868139         2.9247489235         1.3097637331         3.2152174047        -0.7406687919         0.7406687919         1.5728575941
       44.0356733000       173.3658909980         2.9223793764         1.3148683868         3.2279767920        -0.6076941434         0.6076941434         1.5805111853
       44.0408567000       191.1060100862         2.9420277002         1.3072114063         3.2279767920        -0.8071561161         0.8071561161         1.5805111853
       44.0459323000       189.5314937815         2.9402857443         1.3123160600         3.2407361793        -0.6741814677         0.6741814677         1.5703063970
       44.0506081000       186.8324184545         2.9372988979         1.3174207137         3.2534955666        -0.5412068192         0.5412068192         1.5907159736
       44.0555356000       187.2090788903         2.9377157764         1.3199730405         3.2662549539        -0.4747194950         0.4747194950         1.5881647766
       44.0607158000       199.6243441708         2.9514472828         1.3148683868         3.2611511990        -0.6076941434         0.6076941434         1.5932671707
