% Motor Triangle Wave Linearization Verification - Cycle Average
% Period      = 40.0 [sec]
% Cycles used = 3
% Fs          = 200 [Hz]
% N per cycle = 8000

Time[s]              Vcmd_ref_avg[V]      Omega_target_avg[rad/s] Omega_avg[rad/s]    
13.6950000000        3.1524961500         7.2750153654         7.4822618441        
13.7000000000        3.1499953833         7.2692443461         7.5044242855        
13.7050000000        3.1474953000         7.2634749038         7.7260486996        
13.7100000000        3.1449963500         7.2577080769         7.4379369612        
13.7150000000        3.1424965167         7.2519392115         7.4379369613        
13.7200000000        3.1399958333         7.2461683846         7.7925360238        
13.7250000000        3.1374956167         7.2403986346         7.4157745198        
13.7300000000        3.1349957833         7.2346297692         7.4157745198        
13.7350000000        3.1324966167         7.2288624423         7.5487491683        
13.7400000000        3.1299952333         7.2230900000         7.4157745199        
13.7450000000        3.1274963667         7.2173233654         7.5709116097        
13.7500000000        3.1249959833         7.2115532307         7.3049623128        
13.7550000000        3.1224958167         7.2057835961         7.5487491683        
13.7600000000        3.1199957167         7.2000141154         7.3271247542        
13.7650000000        3.1174956500         7.1942447115         7.2606374300        
13.7700000000        3.1149949500         7.1884738461         7.5044242855        
13.7750000000        3.1124949500         7.1827045961         7.6152364925        
13.7800000000        3.1099947667         7.1769349230         7.4600994026        
13.7850000000        3.1074959333         7.1711683653         7.5709116097        
13.7900000000        3.1049929000         7.1653921153         7.1498252229        
13.7950000000        3.1024960667         7.1596301731         7.6595613753        
13.8000000000        3.0999881000         7.1538425384         7.5044242855        
13.8050000000        3.0974867000         7.1480700576         7.4600994026        
13.8100000000        3.0949932000         7.1423158077         7.6817238167        
13.8150000000        3.0924945000         7.1365495577         7.3492871956        
13.8200000000        3.0899888000         7.1307671538         7.5487491683        
13.8250000000        3.0874897167         7.1250000191         7.6817238167        
13.8300000000        3.0849947833         7.1192424615         7.4379369612        
13.8350000000        3.0824868667         7.1134549422         7.4600994026        
13.8400000000        3.0799937333         7.1077015384         7.7925360238        
13.8450000000        3.0774953833         7.1019360961         7.3714496370        
13.8500000000        3.0749957000         7.0961675769         7.6152364925        
13.8550000000        3.0724935833         7.0903934422         7.4379369612        
13.8600000000        3.0699706667         7.0845713075         7.6152364925        
13.8650000000        3.0674926500         7.0788527884         7.6373989339        
13.8700000000        3.0649910000         7.0730797307         7.4822618440        
13.8750000000        3.0624924167         7.0673137499         7.6817238167        
13.8800000000        3.0599932333         7.0615463846         7.4157745198        
13.8850000000        3.0574935000         7.0557777499         7.4600994026        
13.8900000000        3.0549940833         7.0500098461         7.7925360238        
13.8950000000        3.0524928667         7.0442377884         7.4379369612        
13.9000000000        3.0499954000         7.0384743846         7.5709116097        
13.9050000000        3.0474923333         7.0326980576         7.6595613753        
13.9100000000        3.0449944167         7.0269336153         7.4157745198        
13.9150000000        3.0424943333         7.0211641730         7.6595613753        
13.9200000000        3.0399934000         7.0153927692         7.2827998714        
13.9250000000        3.0374935000         7.0096237499         7.6595613753        
13.9300000000        3.0349911000         7.0038489615         7.6595613753        
13.9350000000        3.0324940167         6.9980864423         7.3271247542        
13.9400000000        3.0299944667         6.9923182307         7.7260486995        
13.9450000000        3.0274942333         6.9865484423         7.3271247542        
13.9500000000        3.0249949167         6.9807807692         7.6595613753        
13.9550000000        3.0224952167         6.9750122115         7.5487491683        
13.9600000000        3.0199785000         6.9692043845         7.5487491683        
13.9650000000        3.0174937000         6.9634702115         7.6817238167        
13.9700000000        3.0149926500         6.9576985384         7.4379369612        
13.9750000000        3.0124889667         6.9519207884         7.4822618440        
13.9800000000        3.0099943667         6.9461640000         7.5930740511        
